instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.keys,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,correct_key_required,experiment_attention_check.started,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,157,0,157,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,157,0,157,0,2057.9413688000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_05_nosub_0.mp4,audios/silence.mp3,visual,2057.9355534999995,2058.350731100001,2058.5531059000004,2058.5531059000004,2058.5512464666667,2059.8026852000003,2069.7473671000007,2069.5684155,[4.008935300000303],,2069.6495385,,,,2069.6495847999995,None,,,2069.6496482000002,2069.6496726000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,158,0,158,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,158,0,158,0,2069.7473671000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_15_sub_0.mp4,audios/silence.mp3,visual,2069.744156300001,2070.1529040000005,2070.352731500001,2070.352731500001,2070.352397766667,2071.604357600001,2082.567159800001,2082.3718004,[3.357988200001273],,2082.4631809,,,,2082.4632394,None,,,2082.4632757,2082.4632915,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,159,0,159,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,159,0,159,0,2082.567159800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_12_nosub_0.mp4,audios/clip_claude_12_nosub_0.mp3,audiovisual,2082.5638842999997,2082.963816900001,2083.1656353,2083.1656353,2083.1642601666667,2092.3956548999995,2092.5960582999996,2092.3958612999995,[],,2092.4878585999995,,,,2092.4879034999994,None,,,2092.4879650000003,2092.4879911000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,160,0,160,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,160,0,160,0,2092.5960582999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_21_nosub_1.mp4,audios/clip_hund_21_nosub_1.mp3,audiovisual,2092.5927291999997,2092.9880243999996,2093.1883964999997,2093.1883964999997,2093.1879759666667,2103.2213405,2103.4230893000004,2103.2215369999994,[],,2103.3044229999996,,,,2103.3044580999995,None,,,2103.3044962000004,2103.3045196000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,161,0,161,,,,,,,,,,,,,,,,,,,,,,1,2.8815912999998545,None,None,,,,,,,,,,,161,0,161,0,2103.4230893000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_22_sub_0.mp4,audios/clip_wurst_22_sub_0.mp3,audiovisual,2103.4190939,2103.812779,2104.013468700001,2104.013468700001,2104.0130608666664,,2115.8128658999995,2115.7132045,[],1,2115.808115400001,2115.8128658999995,2115.8128658999995,2115.8128658999995,2118.702018600001,1,2.8815912999998545,None,2118.7020687000004,2118.7020878000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,162,0,162,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,162,0,162,0,2118.8046326000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_07_sub_1.mp4,audios/silence.mp3,visual,2118.8001982000005,2119.211376700001,2119.411249500001,2119.411249500001,2119.4110201666667,2120.6629752999997,2131.2216393,2131.029807500001,[6.587667800000418],,2131.1218305,,,,2131.1218647000005,None,,,2131.1218917999995,2131.121906300001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,163,0,163,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,163,0,163,0,2131.2216393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_21_nosub_2.mp4,audios/silence.mp3,visual,2131.2172892,2131.621953,2131.8228531000004,2131.8228531000004,2131.8221248666673,2133.074167500001,2143.5454630000004,2143.341489100001,[4.969840599998861],,2143.4316670999997,,,,2143.431735600001,None,,,2143.4317775,2143.4317936000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,164,0,164,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,164,0,164,0,2143.5454630000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_13_nosub_0.mp4,audios/clip_wurst_13_nosub_0.mp3,audiovisual,2143.541497600001,2143.932354300001,2144.1333331000005,2144.1333331000005,2144.1330508666674,2153.7647768999996,2153.9576866999996,2153.764929500001,[],,2153.8342200999996,,,,2153.8342863,None,,,2153.8343305,2153.834347400001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,165,0,165,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,165,0,165,0,2153.9576866999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_29_nosub_0.mp4,audios/clip_hund_29_nosub_0.mp3,audiovisual,2153.953588100001,2154.3403309000005,2154.5408499000005,2154.5408499000005,2154.5407045666675,2166.1695268000003,2166.1695268000003,2165.9588495000007,[10.641052999999374],,2166.057624700001,,,,2166.0576582000012,None,,,2166.0576906999995,2166.057721700001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,166,0,166,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,166,0,166,0,2166.1695268000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_24_sub_1.mp4,audios/silence.mp3,visual,2166.1636356,2166.569607900001,2166.7700024000005,2166.7700024000005,2166.7698755666665,2168.0215262,2173.1608075000004,2172.963260800001,[],,2173.0681563,,,,2173.0682036,None,,,2173.068242000001,2173.0682577000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,167,0,167,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,167,0,167,0,2173.1608075000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_01_sub_1.mp4,audios/silence.mp3,visual,2173.1564258,2173.5734376,2173.7894866000006,2173.7726703000008,2173.771997066668,2175.0243429,2183.9954529000006,2183.804835000001,[5.412387399999716],,2183.8816676000006,,,,2183.881717,None,,,2183.8817626,2183.8817879,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,168,0,168,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,168,0,168,0,2183.9954529000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_19_nosub_1.mp4,audios/clip_holo_19_nosub_1.mp3,audiovisual,2183.991865,2184.3967654999997,2184.5977053000006,2184.5977053000006,2184.596901066667,2194.629483500001,2194.8290240000006,2194.6296631000005,[6.572432499999195],,2194.7215522000006,,,,2194.7215904000004,None,,,2194.7216283,2194.721644200001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,169,0,169,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,169,0,169,0,2194.8290240000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_15_sub_2.mp4,audios/clip_lied_15_sub_2.mp3,audiovisual,2194.8254328000003,2195.2216547000007,2195.4221249,2195.4221249,2195.421920166668,,2202.996984700001,2202.7834534000012,[6.550913799999762],,2202.8831278,,,,2202.8831608,None,,,2202.8831898999997,2202.8832084000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,170,0,170,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,170,0,170,0,2202.996984700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_26_sub_2.mp4,audios/clip_holo_26_sub_2.mp3,audiovisual,2202.9931744999994,2203.3828467000003,2203.584911400001,2203.584911400001,2203.582858766668,2212.989147100001,2212.989147100001,2212.7880717999997,"[6.136181500000021, 8.477659100000892]",,2212.880766100001,,,,2212.880821500001,None,,,2212.8808542000006,2212.880878,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,171,0,171,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,171,0,171,0,2212.989147100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_01_sub_1.mp4,audios/clip_weißt_01_sub_1.mp3,audiovisual,2212.9854565999995,2213.3901583000006,2213.5907203999996,2213.5907203999996,2213.590372666668,2224.6067507999996,2224.8522436000003,2224.6069181000003,[6.006191200000103],,2224.7122581000003,,,,2224.7123295,None,,,2224.712372600001,2224.7123966,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,172,0,172,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,172,0,172,0,2224.8522436000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_19_sub_0.mp4,audios/clip_wurst_19_sub_0.mp3,audiovisual,2224.8484074000007,2225.2170321000012,2225.4175656999996,2225.4175656999996,2225.4172409666667,2236.6189259000002,2236.6189259000002,2236.4351582,[],,2236.5331884000007,,,,2236.533230500001,None,,,2236.533303100001,2236.5333262000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,173,0,173,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,173,0,173,0,2236.6189259000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_18_nosub_0.mp4,audios/silence.mp3,visual,2236.615769400001,2237.037299200001,2237.2391866,2237.2391866,2237.2371073666677,2238.4891437000006,2249.2933735999995,2249.106010700001,"[6.581868700000996, 9.643144300000131]",,2249.1890654,,,,2249.1891109000007,None,,,2249.1891514,2249.189177800001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,174,0,174,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,174,0,174,0,2249.2933735999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_22_sub_1.mp4,audios/silence.mp3,visual,2249.2881144000003,2249.6940111000004,2249.8950667999998,2249.8950667999998,2249.8950089666673,2251.1457622,2260.6084458000005,2260.4280641999994,[6.1057959999998275],,2260.502780500001,,,,2260.5028167,None,,,2260.5028672999997,2260.5029101,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,175,0,175,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,175,0,175,0,2260.6084458000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_02_sub_1.mp4,audios/clip_claude_02_sub_1.mp3,audiovisual,2260.605069700001,2261.0109723000005,2261.2123580000007,2261.2123580000007,2261.2120310666674,,2271.2092090000006,2271.0116467999997,[5.841819699999178],,2271.095759,,,,2271.095798100001,None,,,2271.0958637000003,2271.0959017000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,176,0,176,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,176,0,176,0,2271.2092090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_14_sub_0.mp4,audios/clip_claude_14_sub_0.mp3,audiovisual,2271.2055978999997,2271.6035974000006,2271.803635800001,2271.803635800001,2271.803434666667,,2283.0917659999996,2282.9050637,[9.094121599999198],,2282.9960358999997,,,,2282.9960678000007,None,,,2282.9960978,2282.996121,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,177,0,177,,,,,,,,,,,,,,,,,,,,,,1,2.5747555999987526,None,None,,,,,,,,,,,177,0,177,0,2283.0917659999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_18_nosub_1.mp4,audios/silence.mp3,visual,2283.0881069000006,2283.5100595000004,2283.7106693999995,2283.7106693999995,2283.7101073666677,2284.9622689999997,2293.851497400001,2293.742993400001,[6.827051700000084],1,2293.8483436999995,2293.851497400001,2293.851497400001,2293.851497400001,2296.4405989999996,1,2.5747555999987526,None,2296.4406557,2296.440695000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,178,0,178,,,,,,,,,,,,,,,,,,,,,,4,6.20712900000035,None,None,,,,,,,,,,,178,0,178,0,2296.567985900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_11_nosub_0.mp4,audios/clip_wurst_11_nosub_0.mp3,audiovisual,2296.5640427,2296.9411158000003,2297.1414895,2297.1414895,2297.1408244666677,2309.2596477999996,2309.2596477999996,2309.1596943000004,[],4,2309.255775400001,2309.2596477999996,2309.2596477999996,2309.2596477999996,2315.4790118,4,6.20712900000035,None,2315.4790692999995,2315.479095300001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,179,0,179,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,179,0,179,0,2315.5862798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_02_nosub_2.mp4,audios/silence.mp3,visual,2315.583569100001,2315.9883637000003,2316.1894164999994,2316.1894164999994,2316.188902066668,2317.441284300001,2327.5016591000003,2327.3893021000004,"[4.048766899999464, 8.030397299999095]",,2327.4911052000007,,,,2327.4911384000006,None,,,2327.4911666999997,2327.4911810000012,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.4912303,2327.5016591000003,,,,,,,,,
